date,keyword,hits
2021-04-01,prices,50
2021-05-01,prices,59
2021-06-01,prices,55
2021-07-01,prices,54
2021-08-01,prices,47
2021-09-01,prices,43
2021-10-01,prices,51
2021-11-01,prices,49
2021-12-01,prices,41
2022-01-01,prices,48
2022-02-01,prices,62
2022-03-01,prices,100
2022-04-01,prices,58
2022-05-01,prices,67
2022-06-01,prices,80
2022-07-01,prices,64
2022-08-01,prices,56
2022-09-01,prices,53
2022-10-01,prices,53
2022-11-01,prices,47
2022-12-01,prices,47
2023-01-01,prices,50
2023-02-01,prices,49
2023-03-01,prices,46
2023-04-01,prices,46
2023-05-01,prices,43
2023-06-01,prices,46
2023-07-01,prices,50
2023-08-01,prices,47
2023-09-01,prices,46
2023-10-01,prices,46
2023-11-01,prices,47
2023-12-01,prices,45
2004-01-01,inflation,26
2004-02-01,inflation,25
2004-03-01,inflation,28
2004-04-01,inflation,32
2004-05-01,inflation,28
2004-06-01,inflation,24
2004-07-01,inflation,21
2004-08-01,inflation,20
2004-09-01,inflation,22
2004-10-01,inflation,26
2004-11-01,inflation,29
2004-12-01,inflation,25
2005-01-01,inflation,23
2005-02-01,inflation,26
2005-03-01,inflation,26
2005-04-01,inflation,31
2005-05-01,inflation,24
2005-06-01,inflation,22
2005-07-01,inflation,19
2005-08-01,inflation,20
2005-09-01,inflation,24
2005-10-01,inflation,29
2005-11-01,inflation,27
2005-12-01,inflation,23
2006-01-01,inflation,23
2006-02-01,inflation,24
2006-03-01,inflation,24
2006-04-01,inflation,29
2006-05-01,inflation,28
2006-06-01,inflation,23
2006-07-01,inflation,20
2006-08-01,inflation,19
2006-09-01,inflation,21
2006-10-01,inflation,23
2006-11-01,inflation,24
2006-12-01,inflation,22
2007-01-01,inflation,21
2007-02-01,inflation,23
2007-03-01,inflation,21
2007-04-01,inflation,24
2007-05-01,inflation,23
2007-06-01,inflation,20
2007-07-01,inflation,19
2007-08-01,inflation,18
2007-09-01,inflation,23
2007-10-01,inflation,25
2007-11-01,inflation,25
2007-12-01,inflation,24
2008-01-01,inflation,26
2008-02-01,inflation,26
2008-03-01,inflation,27
2008-04-01,inflation,30
2008-05-01,inflation,26
2008-06-01,inflation,27
2008-07-01,inflation,25
2008-08-01,inflation,23
2008-09-01,inflation,25
2008-10-01,inflation,30
2008-11-01,inflation,25
2008-12-01,inflation,23
2009-01-01,inflation,18
2009-02-01,inflation,25
2009-03-01,inflation,30
2009-04-01,inflation,25
2009-05-01,inflation,21
2009-06-01,inflation,21
2009-07-01,inflation,18
2009-08-01,inflation,17
2009-09-01,inflation,18
2009-10-01,inflation,22
2009-11-01,inflation,22
2009-12-01,inflation,20
2010-01-01,inflation,20
2010-02-01,inflation,21
2010-03-01,inflation,21
2010-04-01,inflation,22
2010-05-01,inflation,21
2010-06-01,inflation,15
2010-07-01,inflation,14
2010-08-01,inflation,14
2010-09-01,inflation,17
2010-10-01,inflation,21
2010-11-01,inflation,26
2010-12-01,inflation,17
2011-01-01,inflation,21
2011-02-01,inflation,25
2011-03-01,inflation,25
2011-04-01,inflation,28
2011-05-01,inflation,23
2011-06-01,inflation,18
2011-07-01,inflation,17
2011-08-01,inflation,19
2011-09-01,inflation,20
2011-10-01,inflation,22
2011-11-01,inflation,21
2011-12-01,inflation,20
2012-01-01,inflation,18
2012-02-01,inflation,21
2012-03-01,inflation,21
2012-04-01,inflation,22
2012-05-01,inflation,20
2012-06-01,inflation,16
2012-07-01,inflation,15
2012-08-01,inflation,15
2012-09-01,inflation,20
2012-10-01,inflation,22
2012-11-01,inflation,20
2012-12-01,inflation,19
2013-01-01,inflation,19
2013-02-01,inflation,22
2013-03-01,inflation,21
2013-04-01,inflation,23
2013-05-01,inflation,21
2013-06-01,inflation,16
2013-07-01,inflation,15
2013-08-01,inflation,15
2013-09-01,inflation,19
2013-10-01,inflation,22
2013-11-01,inflation,22
2013-12-01,inflation,21
2014-01-01,inflation,20
2014-02-01,inflation,22
2014-03-01,inflation,24
2014-04-01,inflation,25
2014-05-01,inflation,24
2014-06-01,inflation,19
2014-07-01,inflation,18
2014-08-01,inflation,17
2014-09-01,inflation,21
2014-10-01,inflation,24
2014-11-01,inflation,22
2014-12-01,inflation,22
2015-01-01,inflation,23
2015-02-01,inflation,24
2015-03-01,inflation,23
2015-04-01,inflation,26
2015-05-01,inflation,23
2015-06-01,inflation,19
2015-07-01,inflation,18
2015-08-01,inflation,19
2015-09-01,inflation,23
2015-10-01,inflation,24
2015-11-01,inflation,24
2015-12-01,inflation,25
2016-01-01,inflation,20
2016-02-01,inflation,25
2016-03-01,inflation,23
2016-04-01,inflation,25
2016-05-01,inflation,22
2016-06-01,inflation,17
2016-07-01,inflation,15
2016-08-01,inflation,16
2016-09-01,inflation,19
2016-10-01,inflation,22
2016-11-01,inflation,24
2016-12-01,inflation,22
2017-01-01,inflation,20
2017-02-01,inflation,24
2017-03-01,inflation,25
2017-04-01,inflation,25
2017-05-01,inflation,22
2017-06-01,inflation,17
2017-07-01,inflation,16
2017-08-01,inflation,17
2017-09-01,inflation,19
2017-10-01,inflation,25
2017-11-01,inflation,25
2017-12-01,inflation,24
2018-01-01,inflation,22
2018-02-01,inflation,30
2018-03-01,inflation,25
2018-04-01,inflation,26
2018-05-01,inflation,24
2018-06-01,inflation,18
2018-07-01,inflation,19
2018-08-01,inflation,20
2018-09-01,inflation,24
2018-10-01,inflation,27
2018-11-01,inflation,26
2018-12-01,inflation,24
2019-01-01,inflation,22
2019-02-01,inflation,25
2019-03-01,inflation,26
2019-04-01,inflation,28
2019-05-01,inflation,26
2019-06-01,inflation,20
2019-07-01,inflation,20
2019-08-01,inflation,18
2019-09-01,inflation,21
2019-10-01,inflation,24
2019-11-01,inflation,25
2019-12-01,inflation,23
2020-01-01,inflation,22
2020-02-01,inflation,26
2020-03-01,inflation,24
2020-04-01,inflation,28
2020-05-01,inflation,25
2020-06-01,inflation,20
2020-07-01,inflation,20
2020-08-01,inflation,21
2020-09-01,inflation,24
2020-10-01,inflation,24
2020-11-01,inflation,22
2020-12-01,inflation,25
2021-01-01,inflation,26
2021-02-01,inflation,32
2021-03-01,inflation,33
2021-04-01,inflation,30
2021-05-01,inflation,46
2021-06-01,inflation,38
2021-07-01,inflation,32
2021-08-01,inflation,28
2021-09-01,inflation,30
2021-10-01,inflation,41
2021-11-01,inflation,53
2021-12-01,inflation,45
2022-01-01,inflation,53
2022-02-01,inflation,62
2022-03-01,inflation,67
2022-04-01,inflation,71
2022-05-01,inflation,75
2022-06-01,inflation,90
2022-07-01,inflation,75
2022-08-01,inflation,100
2022-09-01,inflation,73
2022-10-01,inflation,92
2022-11-01,inflation,71
2022-12-01,inflation,57
2023-01-01,inflation,55
2023-02-01,inflation,62
2023-03-01,inflation,54
2023-04-01,inflation,54
2023-05-01,inflation,49
2023-06-01,inflation,44
2023-07-01,inflation,49
2023-08-01,inflation,45
2023-09-01,inflation,53
2023-10-01,inflation,50
2023-11-01,inflation,53
2023-12-01,inflation,60
2004-01-01,layoff,16
2004-02-01,layoff,13
2004-03-01,layoff,12
2004-04-01,layoff,13
2004-05-01,layoff,14
2004-06-01,layoff,14
2004-07-01,layoff,15
2004-08-01,layoff,12
2004-09-01,layoff,12
2004-10-01,layoff,15
2004-11-01,layoff,14
2004-12-01,layoff,10
2005-01-01,layoff,16
2005-02-01,layoff,12
2005-03-01,layoff,9
2005-04-01,layoff,10
2005-05-01,layoff,12
2005-06-01,layoff,15
2005-07-01,layoff,17
2005-08-01,layoff,10
2005-09-01,layoff,10
2005-10-01,layoff,13
2005-11-01,layoff,13
2005-12-01,layoff,11
2006-01-01,layoff,12
2006-02-01,layoff,12
2006-03-01,layoff,10
2006-04-01,layoff,9
2006-05-01,layoff,11
2006-06-01,layoff,11
2006-07-01,layoff,12
2006-08-01,layoff,11
2006-09-01,layoff,15
2006-10-01,layoff,10
2006-11-01,layoff,9
2006-12-01,layoff,9
2007-01-01,layoff,12
2007-02-01,layoff,12
2007-03-01,layoff,13
2007-04-01,layoff,11
2007-05-01,layoff,16
2007-06-01,layoff,11
2007-07-01,layoff,10
2007-08-01,layoff,13
2007-09-01,layoff,13
2007-10-01,layoff,16
2007-11-01,layoff,15
2007-12-01,layoff,11
2008-01-01,layoff,21
2008-02-01,layoff,17
2008-03-01,layoff,17
2008-04-01,layoff,21
2008-05-01,layoff,18
2008-06-01,layoff,19
2008-07-01,layoff,18
2008-08-01,layoff,16
2008-09-01,layoff,22
2008-10-01,layoff,46
2008-11-01,layoff,61
2008-12-01,layoff,63
2009-01-01,layoff,100
2009-02-01,layoff,78
2009-03-01,layoff,65
2009-04-01,layoff,47
2009-05-01,layoff,36
2009-06-01,layoff,31
2009-07-01,layoff,28
2009-08-01,layoff,21
2009-09-01,layoff,19
2009-10-01,layoff,20
2009-11-01,layoff,20
2009-12-01,layoff,13
2010-01-01,layoff,19
2010-02-01,layoff,16
2010-03-01,layoff,18
2010-04-01,layoff,13
2010-05-01,layoff,14
2010-06-01,layoff,15
2010-07-01,layoff,11
2010-08-01,layoff,11
2010-09-01,layoff,10
2010-10-01,layoff,11
2010-11-01,layoff,11
2010-12-01,layoff,10
2011-01-01,layoff,12
2011-02-01,layoff,12
2011-03-01,layoff,14
2011-04-01,layoff,12
2011-05-01,layoff,11
2011-06-01,layoff,13
2011-07-01,layoff,14
2011-08-01,layoff,13
2011-09-01,layoff,12
2011-10-01,layoff,12
2011-11-01,layoff,10
2011-12-01,layoff,9
2012-01-01,layoff,11
2012-02-01,layoff,11
2012-03-01,layoff,9
2012-04-01,layoff,9
2012-05-01,layoff,11
2012-06-01,layoff,9
2012-07-01,layoff,9
2012-08-01,layoff,10
2012-09-01,layoff,9
2012-10-01,layoff,14
2012-11-01,layoff,14
2012-12-01,layoff,7
2013-01-01,layoff,10
2013-02-01,layoff,11
2013-03-01,layoff,9
2013-04-01,layoff,9
2013-05-01,layoff,9
2013-06-01,layoff,10
2013-07-01,layoff,7
2013-08-01,layoff,10
2013-09-01,layoff,10
2013-10-01,layoff,13
2013-11-01,layoff,9
2013-12-01,layoff,6
2014-01-01,layoff,11
2014-02-01,layoff,11
2014-03-01,layoff,8
2014-04-01,layoff,7
2014-05-01,layoff,7
2014-06-01,layoff,8
2014-07-01,layoff,13
2014-08-01,layoff,9
2014-09-01,layoff,9
2014-10-01,layoff,9
2014-11-01,layoff,7
2014-12-01,layoff,11
2015-01-01,layoff,18
2015-02-01,layoff,12
2015-03-01,layoff,12
2015-04-01,layoff,12
2015-05-01,layoff,10
2015-06-01,layoff,13
2015-07-01,layoff,19
2015-08-01,layoff,16
2015-09-01,layoff,19
2015-10-01,layoff,17
2015-11-01,layoff,13
2015-12-01,layoff,11
2016-01-01,layoff,16
2016-02-01,layoff,17
2016-03-01,layoff,15
2016-04-01,layoff,17
2016-05-01,layoff,16
2016-06-01,layoff,13
2016-07-01,layoff,11
2016-08-01,layoff,13
2016-09-01,layoff,11
2016-10-01,layoff,12
2016-11-01,layoff,11
2016-12-01,layoff,10
2017-01-01,layoff,14
2017-02-01,layoff,12
2017-03-01,layoff,12
2017-04-01,layoff,17
2017-05-01,layoff,13
2017-06-01,layoff,13
2017-07-01,layoff,13
2017-08-01,layoff,12
2017-09-01,layoff,11
2017-10-01,layoff,12
2017-11-01,layoff,13
2017-12-01,layoff,10
2018-01-01,layoff,15
2018-02-01,layoff,14
2018-03-01,layoff,13
2018-04-01,layoff,14
2018-05-01,layoff,11
2018-06-01,layoff,12
2018-07-01,layoff,11
2018-08-01,layoff,12
2018-09-01,layoff,11
2018-10-01,layoff,12
2018-11-01,layoff,13
2018-12-01,layoff,12
2019-01-01,layoff,17
2019-02-01,layoff,16
2019-03-01,layoff,13
2019-04-01,layoff,12
2019-05-01,layoff,12
2019-06-01,layoff,13
2019-07-01,layoff,13
2019-08-01,layoff,13
2019-09-01,layoff,12
2019-10-01,layoff,13
2019-11-01,layoff,12
2019-12-01,layoff,11
2020-01-01,layoff,15
2020-02-01,layoff,13
2020-03-01,layoff,56
2020-04-01,layoff,61
2020-05-01,layoff,37
2020-06-01,layoff,26
2020-07-01,layoff,24
2020-08-01,layoff,19
2020-09-01,layoff,17
2020-10-01,layoff,16
2020-11-01,layoff,10
2020-12-01,layoff,11
2021-01-01,layoff,11
2021-02-01,layoff,11
2021-03-01,layoff,9
2021-04-01,layoff,9
2021-05-01,layoff,8
2021-06-01,layoff,8
2021-07-01,layoff,7
2021-08-01,layoff,8
2021-09-01,layoff,8
2021-10-01,layoff,8
2021-11-01,layoff,7
2021-12-01,layoff,10
2022-01-01,layoff,8
2022-02-01,layoff,8
2022-03-01,layoff,8
2022-04-01,layoff,9
2022-05-01,layoff,11
2022-06-01,layoff,14
2022-07-01,layoff,14
2022-08-01,layoff,15
2022-09-01,layoff,13
2022-10-01,layoff,15
2022-11-01,layoff,42
2022-12-01,layoff,16
2023-01-01,layoff,39
2023-02-01,layoff,31
2023-03-01,layoff,30
2023-04-01,layoff,27
2023-05-01,layoff,20
2023-06-01,layoff,17
2023-07-01,layoff,16
2023-08-01,layoff,19
2023-09-01,layoff,18
2023-10-01,layoff,23
2023-11-01,layoff,20
2023-12-01,layoff,20
2004-01-01,interest rates,39
2004-02-01,interest rates,33
2004-03-01,interest rates,41
2004-04-01,interest rates,52
2004-05-01,interest rates,46
2004-06-01,interest rates,48
2004-07-01,interest rates,40
2004-08-01,interest rates,34
2004-09-01,interest rates,31
2004-10-01,interest rates,28
2004-11-01,interest rates,35
2004-12-01,interest rates,28
2005-01-01,interest rates,30
2005-02-01,interest rates,33
2005-03-01,interest rates,38
2005-04-01,interest rates,39
2005-05-01,interest rates,36
2005-06-01,interest rates,39
2005-07-01,interest rates,35
2005-08-01,interest rates,34
2005-09-01,interest rates,34
2005-10-01,interest rates,32
2005-11-01,interest rates,31
2005-12-01,interest rates,27
2006-01-01,interest rates,33
2006-02-01,interest rates,33
2006-03-01,interest rates,36
2006-04-01,interest rates,36
2006-05-01,interest rates,36
2006-06-01,interest rates,38
2006-07-01,interest rates,34
2006-08-01,interest rates,35
2006-09-01,interest rates,32
2006-10-01,interest rates,30
2006-11-01,interest rates,27
2006-12-01,interest rates,27
2007-01-01,interest rates,35
2007-02-01,interest rates,33
2007-03-01,interest rates,32
2007-04-01,interest rates,34
2007-05-01,interest rates,33
2007-06-01,interest rates,35
2007-07-01,interest rates,31
2007-08-01,interest rates,34
2007-09-01,interest rates,36
2007-10-01,interest rates,27
2007-11-01,interest rates,32
2007-12-01,interest rates,29
2008-01-01,interest rates,66
2008-02-01,interest rates,51
2008-03-01,interest rates,53
2008-04-01,interest rates,35
2008-05-01,interest rates,29
2008-06-01,interest rates,32
2008-07-01,interest rates,27
2008-08-01,interest rates,24
2008-09-01,interest rates,33
2008-10-01,interest rates,38
2008-11-01,interest rates,30
2008-12-01,interest rates,55
2009-01-01,interest rates,52
2009-02-01,interest rates,44
2009-03-01,interest rates,47
2009-04-01,interest rates,36
2009-05-01,interest rates,29
2009-06-01,interest rates,39
2009-07-01,interest rates,30
2009-08-01,interest rates,26
2009-09-01,interest rates,24
2009-10-01,interest rates,26
2009-11-01,interest rates,22
2009-12-01,interest rates,22
2010-01-01,interest rates,26
2010-02-01,interest rates,24
2010-03-01,interest rates,25
2010-04-01,interest rates,25
2010-05-01,interest rates,23
2010-06-01,interest rates,21
2010-07-01,interest rates,21
2010-08-01,interest rates,22
2010-09-01,interest rates,20
2010-10-01,interest rates,22
2010-11-01,interest rates,22
2010-12-01,interest rates,21
2011-01-01,interest rates,24
2011-02-01,interest rates,24
2011-03-01,interest rates,23
2011-04-01,interest rates,23
2011-05-01,interest rates,20
2011-06-01,interest rates,19
2011-07-01,interest rates,21
2011-08-01,interest rates,29
2011-09-01,interest rates,23
2011-10-01,interest rates,23
2011-11-01,interest rates,21
2011-12-01,interest rates,17
2012-01-01,interest rates,23
2012-02-01,interest rates,23
2012-03-01,interest rates,23
2012-04-01,interest rates,24
2012-05-01,interest rates,22
2012-06-01,interest rates,23
2012-07-01,interest rates,23
2012-08-01,interest rates,21
2012-09-01,interest rates,21
2012-10-01,interest rates,21
2012-11-01,interest rates,19
2012-12-01,interest rates,17
2013-01-01,interest rates,22
2013-02-01,interest rates,23
2013-03-01,interest rates,22
2013-04-01,interest rates,23
2013-05-01,interest rates,24
2013-06-01,interest rates,35
2013-07-01,interest rates,32
2013-08-01,interest rates,25
2013-09-01,interest rates,25
2013-10-01,interest rates,23
2013-11-01,interest rates,20
2013-12-01,interest rates,19
2014-01-01,interest rates,20
2014-02-01,interest rates,20
2014-03-01,interest rates,20
2014-04-01,interest rates,21
2014-05-01,interest rates,19
2014-06-01,interest rates,20
2014-07-01,interest rates,19
2014-08-01,interest rates,17
2014-09-01,interest rates,18
2014-10-01,interest rates,20
2014-11-01,interest rates,17
2014-12-01,interest rates,18
2015-01-01,interest rates,22
2015-02-01,interest rates,22
2015-03-01,interest rates,26
2015-04-01,interest rates,24
2015-05-01,interest rates,22
2015-06-01,interest rates,24
2015-07-01,interest rates,22
2015-08-01,interest rates,24
2015-09-01,interest rates,29
